Parsed 268 entries.

Verdict counts: {'EFFECTIVE': 167, 'BEHAVIOR_FAIL': 52, 'EXCEPTION': 23, 'REASONABLE': 26}
  BEHAVIOR_FAIL      n= 52 region_size: min=1 max=8 mean=3.62 median=3.0
  EFFECTIVE          n=167 region_size: min=1 max=10 mean=4.79 median=4
  EXCEPTION          n= 23 region_size: min=2 max=12 mean=4.04 median=3
  REASONABLE         n= 26 region_size: min=1 max=9 mean=4.19 median=4.0

--- All entries sorted by region_size DESC ---
  #  verdict              rsz       SER     beh  host -> donor
    op_8       |           v8 = x := v7                                -> op_17, +1 more
    op_9       |           v9 = const 0                                -> op_10
    op_10      |          v10 = j := v9                                -> op_18
    op_11      |            _ = jump -> b_while_test_1

  block b_while_test_1  preds=['b_entry_0', 'b_while_body_2']  succs=['b_while_body_2', 'b_while_exit_3']
    op_12      |          v11 = φ(H, H)                                -> op_22, op_43
    op_13      |          v12 = φ(y, y)                                -> op_25, op_44
    op_14      |          v13 = φ(sigma2, sigma2)                      -> op_45
    op_15      |          v14 = φ(constellati_, constellati_)          -> op_27, op_34, op_46
    op_16      |          v15 = φ(v3, v3)                              -> op_19, op_47
    op_17      |          v16 = φ(v8, v8)                              -> op_35, op_48
    op_18      |          v17 = φ(v10, v35)                            -> op_19, op_26, op_35, op_37, op_49
    op_19      |          v18 = v17 < v15                              -> op_20
    op_20      |            _ = branch v18 ? -> ? : -> ?

  block b_while_body_2  preds=['b_while_test_1']  succs=['b_while_test_1']
    op_21      |          v19 = const np.abs = <ufunc>                 -> op_28
    op_22      |          v20 = v11.conj                               -> op_23
    op_23      |          v21 = get_attr()                             -> op_24
    op_24      |          v22 = v21.T                                  -> op_25
    op_25      |          v23 = v22 @ v12                              -> op_26
    op_26      |          v24 = v23[v17]                               -> op_27
    op_27      |          v25 = v14 - v24                              -> op_28
    op_28      |          v26 = np.abs(v25)                            -> op_30
    op_29      |          v27 = const 2                                -> op_30
    op_30      |          v28 = v26 ** v27                             -> op_31
    op_31      |          v29 = dists := v28                           -> op_33, op_50
    op_32      |          v30 = const np.argmin = <_ArrayFunctionDispatcher> -> op_33
    op_33      |          v31 = np.argmin(v29)                         -> op_34
    op_34      |          v32 = v14[v31]                               -> op_35
    op_35      |            _ = v16[v17] = v32
    op_36      |          v33 = const 1                                -> op_37
    op_37      |          v34 = v17 + v33                              -> op_38
    op_38      |          v35 = j := v34                               -> op_18
    op_39      |            _ = jump -> b_while_test_1

  block b_while_exit_3  preds=['b_while_test_1']  succs=['b_while_test_4']
  * op_40      |          v36 = const 1                                -> op_41
  * op_41      |          v37 = improved := v36                        -> op_51
    op_42      |            _ = jump -> b_while_test_4

  block b_while_test_4  preds=['b_while_exit_3', 'b_while_exit_9']  succs=['b_while_body_5', 'b_while_exit_6']
    op_43      |          v38 = φ(v11, v53)                            -> op_60, op_152
    op_44      |          v39 = φ(v12, v54)                            -> op_61, op_153
    op_45      |          v40 = φ(v13, v55)                            -> op_62, op_154
    op_46      |          v41 = φ(v14, v56)                            -> op_63, op_143, op_155
    op_47      |          v42 = φ(v15, v57)                            -> op_64, op_156
    op_48      |          v43 = φ(v16, v58)                            -> op_65, op_139, op_157
